,Acinetobacter,Burkholderia,Burkholderia cepacia complex,Salmonella,Shigella,Enterobacter,Enterobacter cloacae complex,Helicobacter,Campylobacter,Enterococcus,Escherichia,Vibrio,Morganella,Citrobacter,Providencia,Clostrioides,Klebsiella,Proteus,Streptococcus,Staphylococcus,Stenotrophomonas,Stenotrophomonas maltophilia group,Haemophilus,Serratia,Giardia,Vermamoeba,Acanthamoeba,Naegleria,Acinetobacter calcoaceticus baumannii complex,Pseudomonas,Legionella,Mycobacterium,Mycobacterium avium complex
5167637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6ZHC8,,,
3154959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003602C45,,,
4956647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423MDF1,,,
6820977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00071BC1C7,,,
6206779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009B061BF,,,
6394096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006D443D7,,,
6442626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006B891CC,,,
5456679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000DAB5B34,,,
986078,UPI0006194D50,A0A498RSC9,UPI0007537FBA,,,UPI000794E0C7,,UPI0013CDDF86,,,UPI00038FA1CF,UPI0003A4FD7C,,,,,UPI0010911556,,UPI00137B2FA6,UPI0012D34F88,,,,,,,,,,UPI000F01C935,,A0A051TRA7,
6225584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00098581CB,,,
3676547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1P8F2P1,,,
5077088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A379JE65,,,
4590800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A218VPQ5,,,
4994638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A387C637,,,
4181255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI001365B055,,,
1225358,UPI000DA84958,UPI000530F281,UPI000841F548,,,,,UPI00111AE783,,,A0A4Y8FMT4,A0A2N7DIF6,,,,,UPI001158D505,,E1LN28,,,,,,,,,,,A0A109PUS1,,A0A2R5H833,
5121822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7APR6,,,
4387183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005755A1A,,,
5915878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA2CD97,,,
1549096,,UPI000B88F2BD,UPI000758A6E8,,,,,,,,UPI000CF7AA94,A0A223N2F0,,,,,UPI000B408D5F,,UPI00109BB3B7,,,,,,,,,,,UPI00130319AA,,UPI0011AAA118,
2350045,,UPI000755C113,,,,,,,,,UPI0007745D38,UPI0011C84560,,,,,,,,,,,,,,,,,,A0A1B8V6W7,,,
3509721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3D9YH64,,,
2281407,,UPI0008FE3998,,,,,,,,,UPI00096A9A80,UPI001121CB17,,,,,,,,,,,,,,,,,,A0A0Q4NTA0,,,
564702,A0A4R0DZ64,A0A2J6MVA6,A0A103UIZ6,A0A447TT25,,A0A144CV90,UPI0007354B37,A0A1Q2PIU7,UPI000CD96E41,UPI001300C2A1,UPI000F6CCC44,A7K5B5,,,,,UPI00046AE826,,UPI0004124DD4,UPI00036A8C2F,UPI000C15AE57,,,UPI00063ACFA6,,,,,UPI0007D77FF9,A0A3D0JVY7,,A0A1X2DBI9,
6703257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007724EC2,,,
1664846,,UPI001177A6DC,,,,,,,,,UPI000BB88DD3,UPI000E0A5A0C,,,,,,,UPI0007655752,,,,,,,,,,,UPI000F01EC16,,UPI0005E82F84,
5796360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00106A9B06,,,
1648987,,UPI0009BFE79C,,,,,,,,,UPI000D0B9B25,A0A5C2AZK9,,,,,,,UPI000659C858,,,,,,,,,,,UPI000F58C2C6,,UPI00073F2E1F,
4525642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0T6UWQ3,,,
693714,UPI0003DFB0BB,B1Z3Z2,UPI000D00CD2B,UPI000E6D21DF,,UPI000C9A839C,UPI000649A8A1,A0A439BZQ8,UPI00094D9DA6,J5C6E5,A0A029IN93,A0A658H4J8,,,,,A0A663BAZ7,,UPI000358526F,UPI0008AA043D,,,,,,,,,,A0A432AC57,,A0A5B1BSB9,
3040206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002F69E20,,,
3889966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N1D4B8,,,
3016552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003074221,,,
6405222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007729581,,,
4822745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2W5MQV0,,,
2844867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004747D4C,,,
3630742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A423H0I1,,,
4370028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053EF7AB,,,
3672318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M6I549,,,
583446,A0A4Q7BY62,A0A2S9MDU1,A0A124QAV0,A0A379W6G4,,A0A495AI61,UPI0005F04EB1,A0A2A6W3V6,UPI000CD8D2C8,UPI000DEBF9DA,UPI0010201FC4,A0A4U1YZF4,,,,,UPI000305256D,,UPI0002B51ABB,UPI000985DE0F,UPI0011188163,,,,,,,,,A0A1G9YJ47,,J5E0H7,
5135673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2K9M9B4,,,
3658087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A178LBB6,,,
389741,UPI001250654C,UPI000F598F97,UPI0006ABF2AD,UPI000FB570D2,,A0A376FAI0,A0A330GH53,M3QI65,C6REM7,UPI0008F40162,A0A246VWC7,UPI001372D878,,UPI000BD859D2,,,UPI0013307115,,UPI0012903E65,A0A380FNJ3,A0A2J0V2A1,UPI00061AF5B7,,A0A484XWB6,,,,,UPI000DEEB146,A0A1G7N7E7,,A0A498QQW5,
2841328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0001E9EC50,,,
3408584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2W0F1J4,,,
1146389,I4ZS71,UPI001423C4AB,UPI000751C40D,,,,,UPI000CEEC941,,,A0A0L7ANM5,A0A2N7NP02,,,,,UPI000C7C3ABD,,A0A4Y9FJP0,A0A2T4QDV0,,,,,,,,,,A0A2L2KTL0,,UPI0005DEBE62,
6226413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0008A868AB,,,
3064101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00031ABBD9,,,
2472245,,UPI00075C584B,,,,,,,,,UPI0007E3061D,UPI00073E13E6,,,,,,,,,,,,,,,,,,A0A0C2EG04,,,
2705623,,,,,,,,,,,,UPI0006980912,,,,,,,,,,,,,,,,,,A0A3S4RD17,,,
682125,UPI000289F0E5,A0A329DNX2,UPI000D01D20E,UPI000D60E651,,UPI000C1F72CC,UPI000752B0B7,A0A438TBZ7,UPI000B3F8F6B,A0A2V2KW70,A0A6C9JEA4,A0A1A6M389,,,,,J2LRY3,,UPI0004248D11,UPI000930E574,,,,,,,,,,A0A2A2EBG6,,A0A1A2XD47,
6368866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007374DE1,,,
3595524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1B5DLE6,,,
5123569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0R3ARS5,,,
5591810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00104534B4,,,
5334598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1C2DQ25,,,
4350926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002618756,,,
3510904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A124GKJ9,,,
5962812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BB5D83C,,,
6061578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011A791E0,,,
1158829,A0A1C3CTZ1,UPI0012F850D7,UPI000753CC78,,,,,UPI000CF141DA,,,A0A0V7X4R2,A0A2N7NCG6,,,,,UPI000B9552C7,,A0A3P1S7S9,A0A2T4SB61,,,,,,,,,,A0A081YF33,,UPI0005661881,
2682728,,,,,,,,,,,,UPI0006A7011A,,,,,,,,,,,,,,,,,,A0A542JKR4,,,
4310180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0005C42774,,,
5317186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A379I6A3,,,
1068601,A0A3D0TBY4,A0A1H2PS19,UPI0007573AE2,,,,,A0A438PYQ3,,,B7LUP4,UPI0004A78BB7,,,,,UPI0011101027,,UPI0005BD60FF,UPI000D64F772,,,,,,,,,,A0A1V2JN96,,UPI0013D2B00A,
3285501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00046A80CF,,,
3586082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2V0REK4,,,
5915649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000BA28D34,,,
1535371,,UPI000CFF2A5F,UPI000757C172,,,,,,,,UPI000D11C3F0,A0A4P8G4I8,,,,,UPI000667316B,,UPI00066CC7E9,,,,,,,,,,,UPI00135769D9,,UPI001117DE56,
5247497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2S9BA25,,,
4444353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0014122B90,,,
1825677,,UPI00075C39D6,,,,,,,,,UPI0010AD41DC,UPI0010811AA1,,,,,,,UPI000B589729,,,,,,,,,,,UPI000FC423B4,,UPI00070DA358,
4345736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00058D8E17,,,
4721750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2S9B377,,,
6212881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00099C5457,,,
2456075,,UPI000754FB90,,,,,,,,,UPI000943A247,UPI000996A90A,,,,,,,,,,,,,,,,,,A0A4Y8SRZ1,,,
3015705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0002886B6B,,,
5289546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0D0P7K6,,,
5942526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C6D7547,,,
6242435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009A28B80,,,
5479321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000CCFD7D1,,,
603031,A0A1R7Q8D7,A0A095HNR8,B1JXD7,UPI0005DB8AAE,,A0A495AMQ3,UPI00084C58C7,A0A1A9GTF0,UPI000CD8F685,UPI00148CB368,UPI0012FF88F4,A0A0Q2XXA1,,,,,UPI0003BF591C,,UPI0002D72369,UPI000951E2EA,UPI000952B067,,,,,,,,,A0A3B8YAV2,,A0A0T1WL45,
6163730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00117A739B,,,
6703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000772185C,,,
5678638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00106AB8E5,,,
5352124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1B3E1X0,,,
53556,A0A4Q7BR50,A0A365QXM5,A0A3N8YF99,UPI000DEC0882,E7SZB4,UPI000E708055,UPI0012D2EB99,I9SSI1,A0A128EL89,UPI00032D88D8,A0A376IZZ3,A0A4U1WT28,A0A1B8H2C3,A0A336P3X0,UPI00029BFD9A,UPI0003B29EFC,UPI000E2FD1AE,UPI000283323C,A0A1X1I6C6,UPI000449BA5E,A0A357NM19,A0A1V3D1S4,UPI000DD371A5,UPI00135A29C3,,,,,A0A3Q8UJ78,A0A0F7XYW3,A0A0W0WLX5,A0A124EQX5,UPI0003165F89
6022085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0010F489A6,,,
1002981,UPI000579CB92,A8E9K8,UPI000768945B,,,UPI000B49F999,,UPI0013F48F29,,,UPI0003BEE428,UPI0004078736,,,,,UPI000E2E3EAB,,UPI0005E799D1,UPI0013665920,,,,,,,,,,A0A3M5PIE5,,A0A1A2RUA4,
6585251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009A276A0,,,
912855,UPI00142FDFE8,A0A291CI46,UPI0007543C7B,UPI0009A9FE1B,,UPI00079593C9,,UPI0013D335EF,,,UPI0002CC734F,UPI000299F40F,,,,,UPI000D74D831,,J0YP74,UPI0012477CB4,,,,,,,,,,UPI000BA4CFCD,,A0A2C9SWR4,
4239611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013A5393B,,,
4718234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0F4XRH7,,,
608712,A0A1R7QAW8,A0A3P0C3W7,A4JTP4,UPI0005DE79DB,,UPI000D037D91,UPI00079CBAB2,J0B2D8,UPI000BB415F0,UPI00148C5A65,UPI0012BB0F66,A0A2S9ZR20,,,,,UPI0003BE8453,,UPI0002BC7A22,UPI0009942F6A,UPI0009A1E26D,,,,,,,,,A0A5B0F8V2,,A0A1X2FIF4,
6815349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0006423882,,,
2290672,,UPI0008FE1207,,,,,,,,,UPI000A108B39,UPI0011210449,,,,,,,,,,,,,,,,,,A0A2V1Y921,,,
302110,UPI00135C6509,UPI001291D780,J7JAQ0,Q8KS93,,UPI0003BF7535,UPI0013D33AA0,UPI000EAB8327,A0A696QKH5,A0A367C9R4,UPI000DE0A289,A0A0F4P9L1,,UPI0010C9F2D8,,,A0A485VTV0,,UPI001243752C,A0A657ZRC1,UPI00140FB899,UPI000DA830E7,,UPI0013DADF8B,,,,,UPI0007074291,A0A558FNN7,,A0A1A3BUD0,
3365267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00069FD14C,,,
1537614,,UPI000CFEE46F,UPI00075DC915,,,,,,,,UPI000D0F0E4F,A0A090RPQ1,,,,,UPI000650561B,,UPI00066D7520,,,,,,,,,,,UPI00132EF61A,,UPI001114F88D,
1442742,UPI000838AC7B,A0A2A4FE34,UPI00075B65DB,,,,,,,,A0A376TJ46,UPI0005F0955A,,,,,UPI0007B3DE27,,UPI00110655BA,,,,,,,,,,,A0A078MGR4,,UPI000E3CECCC,
3133698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0003B9AC32,,,
1627873,,UPI000BA51D15,,,,,,,,,UPI000D0436AC,A0A0C1VRF8,,,,,,,UPI0007651AE1,,,,,,,,,,,UPI000F55AC0D,,UPI0009E93A11,
663937,UPI0003137016,A0A228GJ14,A0A2S9N9A5,UPI000D56DE6F,,UPI0010118FAC,UPI0007924C9B,A0A496HJA7,UPI00122CF0E7,E6LCJ2,UPI0011E7FB49,A0A1J4R543,,,,,UPI0006680C0F,,UPI0002E7E073,UPI00085CC924,UPI000789935B,,,,,,,,,F6M9U2,,A0A4R6I0X5,
1191452,UPI000D649ADF,UPI000531D894,UPI0007568DBA,,,,,UPI000EAE38E8,,,A0A376RWW4,A0A2I3CQH1,,,,,UPI001140DD1D,,A0A091BWS5,A0A3G4QVY6,,,,,,,,,,A0A1E4W996,,UPI0005CA4E5A,
901122,A0A3D2SI65,A0A2C8ZR67,UPI0007164129,UPI0009AA5B14,,UPI00079212B6,,E8QNA1,,,UPI0002CCCC54,UPI00037CC2B7,,,,,UPI000D74BC90,,A0A2I8AN35,UPI000D1A6B34,,,,,,,,,,UPI000E30D0D7,,A0A1X1U152,
517310,N9PII1,A0A118MVT4,UPI00016A48B7,UPI00069ADC2D,,UPI0005896589,UPI000649A00D,A0A4U8SUD2,UPI000D31FA87,UPI001158F948,UPI000F519C7A,UPI0011CC21FA,,,,,UPI001299B700,,A0A4N9R2M5,UPI000769863C,UPI000D53E090,,,UPI0006DA1AD1,,,,,UPI0008DE5248,A0A2E6JVD8,,A0A657A9X7,
4821639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0J6HDB7,,,
1968713,,UPI000755CAA9,,,,,,,,,UPI000BE33115,UPI000CEB802F,,,,,,,,,,,,,,,,,,UPI000F816DC8,,,
4715986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A239IFW7,,,
4609380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J3EZY1,,,
3947777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2S3WDD3,,,
2519414,,UPI0007537EA9,,,,,,,,,UPI0006A59D04,UPI00084BBE59,,,,,,,,,,,,,,,,,,A0A3G8CDX9,,,
5495354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000C9ADAF9,,,
5378911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3D9JY90,,,
6267909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009A836EA,,,
4202806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013CE3F42,,,
4321623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053D0FB5,,,
2157165,,UPI00075AA320,,,,,,,,,UPI001116E916,UPI0011215F8B,,,,,,,,,,,,,,,,,,UPI0011BDD4B7,,,
1195469,UPI000D01C7BE,UPI000537EF0C,UPI00075AD29C,,,,,UPI000EACC8B9,,,A0A4Y8DK74,A0A0M0I2J0,,,,,UPI001159F122,,A0A1X1FPY5,A0A431YLV2,,,,,,,,,,A0A2V3D1J9,,UPI0014243161,
52558,A0A4P7B6P8,E1T622,A0A1V2VZ54,UPI000BE477B5,E2XIQ4,UPI000F4D9E89,UPI001331BC3A,D6XN01,A0A5M8I5K4,UPI000330FB54,A0A376TE55,A0A1Y6J1P6,A0A1B8H2U5,A0A0J1KU85,UPI00029BDD26,UPI00038CAFEE,UPI000E2C8809,UPI000506A12A,A0A3R9P882,UPI000446F0BB,A0A3D4TL90,A0A2J0UP23,UPI000E350555,UPI00135B8DBF,,,,,A0A204EYF8,A0A2U1BWY2,A0A2Z3KPA6,A0A101AQP4,UPI0004CFB904
3508416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A1H3MWY3,,,
5309006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6PVN5,,,
2074106,,UPI00075BA124,,,,,,,,,UPI000BEA923D,UPI000BA935C4,,,,,,,,,,,,,,,,,,UPI000F81C91C,,,
2857162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004D3474E,,,
2226031,,UPI0009818009,,,,,,,,,UPI0011CC898B,UPI00111FF24A,,,,,,,,,,,,,,,,,,A0A0P9TNG7,,,
3558563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J2LXK8,,,
2422660,,UPI00075315C6,,,,,,,,,UPI0008FF43B5,UPI0009DFE63E,,,,,,,,,,,,,,,,,,G8QCI9,,,
2177004,,UPI000841D642,,,,,,,,,UPI0010FE8B94,UPI001122A850,,,,,,,,,,,,,,,,,,UPI001241101E,,,
6245491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00097C2D1A,,,
1021583,UPI00140754A4,A0A1B4SG02,UPI0007685A4E,,,,,Q1CSE8,,,UPI00041E7EB3,UPI0003AB1525,,,,,UPI000E2D862A,,UPI0005DCEB77,UPI000E67699B,,,,,,,,,,A0A558FJT8,,A0A329M2C6,
5826504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0011097C43,,,
2741518,,,,,,,,,,,,UPI00066BBDA4,,,,,,,,,,,,,,,,,,A0A1Q3I264,,,
991005,UPI000598E779,B1Z6N3,UPI000759BC0B,,,UPI00064A3806,,UPI000590C7B9,,,UPI000391588E,UPI00041E6605,,,,,UPI001033E79B,,UPI0013F5ADFD,UPI0012B6D8DA,,,,,,,,,,UPI000F4AB84E,,A0A1X0ASS5,
3418753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2T0P0W5,,,
4904482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E6Q8F1,,,
682246,UPI0002AEC14B,A0A329DM70,UPI000D1AF9DE,UPI000D761DBC,,UPI000C9C032D,UPI0006DAF1ED,A0A3N5CH12,UPI000B3FDD66,R2T0W1,A0A3Z3ER93,A0A2N7FJ06,,,,,A0A663B3P5,,UPI000448C7E3,UPI000852A252,,,,,,,,,,A0A3M5X0I7,,A0A1A2WY26,
5723271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00104E35A2,,,
4206607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0012E9CB61,,,
529425,A0A315WF48,A0A132CEY2,A0A105GRQ8,A0A379XWF9,,A0A4Q4AFP0,UPI00124D1C16,A0A0L6D6K7,UPI000DCD4F24,UPI001177EB17,UPI000FFB4094,UPI0012452244,,,,,A0A285B140,,Q8DUR7,UPI00067A2EBA,UPI00104901F6,,,UPI00097C1C6A,,,,,UPI000962A79A,A0A3D5GRT0,,A0A2S9FI62,
2151666,,UPI000752E612,,,,,,,,,UPI0010A9C55A,UPI00111F4B9E,,,,,,,,,,,,,,,,,,UPI001240D991,,,
1566759,,UPI000CFFB08B,UPI0007C7710C,,,,,,,,UPI000CF0DC5D,C9QEQ7,,,,,UPI000B3E703F,,UPI000A10ACAA,,,,,,,,,,,UPI00132E9A78,,UPI0009ECE965,
786301,N9EH49,UPI000538B411,UPI0011AC632E,UPI00096B908B,,UPI000735A522,,A0A0B2DZS8,UPI00094C65F5,,UPI00050A4BD2,UPI0004DFC5F5,,,,,UPI0005B61625,,UPI00065FF11B,UPI00066AE3B0,,,,,,,,,,UPI000E3BF290,,UPI0003E5990A,
4547015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3G7X294,,,
4099262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0013779AB2,,,
2800988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2N1HAR5,,,
1742124,,UPI0009766428,,,,,,,,,UPI00102DEC0F,UPI000D3E0BF6,,,,,,,UPI000767184E,,,,,,,,,,,UPI000F55ED90,,UPI0008AA2F49,
1021930,UPI001443E419,Q393T2,UPI00071668A7,,,,,E7AAH6,,,UPI00044F9CC5,UPI0003F6AD2E,,,,,UPI000E342070,,UPI0005DFB36D,UPI000E6830D8,,,,,,,,,,A0A5M9Q7P6,,A0A329K4M2,
6645774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00089C98E3,,,
539939,A0A3R9Y348,A0A228GXM6,A0A2A4F7P5,A0A402XAV9,,A0A4P2WJH3,UPI000A3962CD,A0A1Q2P3Q7,UPI000D3B0033,UPI0011593473,UPI000F83ED71,UPI00124482E1,,,,,A0A5N8G5C1,,A0A3B0BQ28,UPI00069DD56D,UPI000C17E9B2,,,UPI0007AB9D97,,,,,UPI0008FD967E,A0A359DAM6,,A0A2S8BJX1,
1648706,,UPI0009BDDE66,,,,,,,,,UPI000CFD1BF3,A0A655WRF9,,,,,,,UPI0005E9756A,,,,,,,,,,,UPI000F54A428,,UPI00070F5719,
3955464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A329J763,,,
6697167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0007622074,,,
4562121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A497UBT6,,,
2066163,,UPI00075F6371,,,,,,,,,UPI000B7CB12A,UPI0009A609DA,,,,,,,,,,,,,,,,,,UPI000F01A35F,,,
2880665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0004E4253F,,,
4932591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M3WIJ6,,,
3260553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00045116D3,,,
862003,A0A1E7RBJ6,UPI0004B89FE4,UPI0007608947,UPI000872DB58,,UPI0009A857CD,,A0A2A6W2A3,,,UPI000266FFE8,UPI0002E84940,,,,,UPI000DFCA551,,F8LLA6,UPI000DA6F356,,,,,,,,,,UPI000E1D7BD8,,UPI0005E4521B,
5076402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2A5R6N1,,,
4065745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00142F9A8F,,,
2024993,,UPI0007562766,,,,,,,,,UPI000BE22500,UPI000C844F54,,,,,,,,,,,,,,,,,,UPI000F03326B,,,
3695681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A3M5RG18,,,
3063187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00035DE33E,,,
3910552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A0Q0G8U8,,,
3770663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2G0WGH1,,,
4363688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00026E4CF7,,,
6579002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI0009824F32,,,
2168259,,UPI00075C36B9,,,,,,,,,UPI001124C124,UPI00111D3FD8,,,,,,,,,,,,,,,,,,UPI0012958E18,,,
4405831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053DF7BE,,,
6895410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI000A7CF926,,,
5073519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5E7RJC0,,,
3918284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A5P1DLU8,,,
1686608,,UPI00064EB31A,,,,,,,,,UPI000BF4DCA3,UPI000C823DA1,,,,,,,UPI00098B0ED0,,,,,,,,,,,UPI000F53FD54,,UPI00080B1463,
993974,UPI00056DD77D,B1SWU1,UPI00075F0DC2,,,UPI000667CDA7,,UPI0002BB5AF5,,,UPI00041C77BB,UPI000404420F,,,,,UPI001091194E,,UPI0013DC341B,UPI0012B3F77A,,,,,,,,,,J2XNZ4,,A0A1X0B8N8,
195206,A0A506FIG5,A3NLZ2,UPI000F5B55D0,Q9R5J8,,A0A4R0GBV7,UPI0003BE4664,A0A438PCL3,UPI000D316910,A0A679INQ7,UPI000E6758E0,U4E1T9,,A0A0V9JPF0,,,A0A170WHX5,,A0A1X1JBT2,UPI000E68D070,A0A3R8UFH1,A0A5N0KDP4,UPI000E57FFA2,UPI000322E319,,,,,UPI0002832A24,A0A2V2T0B5,UPI000D08027E,A0A501P4U1,UPI0009FCBECD
4375032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00053D101B,,,
2450404,,UPI00075BA911,,,,,,,,,UPI000944DD1F,UPI0009E57280,,,,,,,,,,,,,,,,,,A0A3C0PWL4,,,
4861857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A2R7SIW3,,,
3896798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0A4Y1KEU4,,,
3288542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPI00044D1E82,,,
1869514,,UPI0007525A63,,,,,,,,,UPI000CF77437,UPI00111E0E8D,,,,,,,,,,,,,,,,,,UPI000F054E74,,UPI000A75886D,
