,Aeromonas,Campylobacter,Clostridioides,Citrobacter,Enterobacter,Enterococcus,Escherichia,Helicobacter,Klebsiella,Listeria,Morganella,Providencia,Salmonella,Shigella,Vibrio,Acinetobacter,Burkholderia,Haemophilus,Legionella,Proteus,Pseudomonas,Serratia,Staphylococcus,Stenotrophomonas,Streptococcus,Acanthamoeba,Naegleria,Giardia,Vermamoeba,M+avium+complex,B+cepacia+complex,S+maltophilia+group,E+cloacae+complex,A+caloaceticus+baumanii+complex,Leptospira,Mycobacterium,Mycolicibacterium,Mycolicibacter,Mycolicibacillus,Mycobacteroides
234498,A0A175VG86,UPI00122C3660,,UPI0010C9FA99,UPI000F8490A9,D4ETY0,UPI00159BA939,UPI0013EFA7CF,UPI0015F2A38E,UPI00083D6063,,,A0A6Y1UGY9,,UPI001493CB41,A0A5N0G3C0,A0A132DRB7,A0A4R6DA15,A0A130LGM5,,UPI000BA38B34,UPI0010205255,UPI0011A6D8C5,UPI00106F70D0,UPI001454FCD3,,,,,A0A1A3S2D4,A0A0G3YQ70,A0A0R0AQW1,UPI00079C179A,A0A0Q1ICM9,UPI000772EE24,A0A542NPQ3,A0A0J8UE86,,,UPI00069487C2
6677671,,,,,,,,,,,,,,,,,,,,,UPI00136D7343,,,,,,,,,,,,,,,,,,,
6567691,,,,,,,,,,,,,,,,,,,,,UPI000D68E65A,,,,,,,,,,,,,,,,,,,
7334219,,,,,,,,,,,,,,,,,,,,,A0A3M4VJV7,,,,,,,,,,,,,,,,,,,
2310993,,,,,,,A0A377K4N9,,,,,,,,UPI00115A6833,,UPI0003FAC900,,,,A0A5E7PXW7,,,,,,,,,,,,,,,,,,,
3441500,,,,,,,,,,,,,,,,,C4AYQ4,,,,W5ISS0,,,,,,,,,,,,,,,,,,,
5046628,,,,,,,,,,,,,,,,,,,,,UPI0007609F04,,,,,,,,,,,,,,,,,,,
7297009,,,,,,,,,,,,,,,,,,,,,A0A2V5AHH3,,,,,,,,,,,,,,,,,,,
7046139,,,,,,,,,,,,,,,,,,,,,A0A3M4ZBH5,,,,,,,,,,,,,,,,,,,
2100571,,,,,,,A0A3H9PPC9,,,,,,,,A0A1G7XE95,,UPI00131D2B41,,,,A0A127I5X9,,,,M4ZDY8,,,,,,A0A6P2MY15,,,,,,,,,
5188281,,,,,,,,,,,,,,,,,,,,,UPI000281E38F,,,,,,,,,,,,,,,,,,,
3461515,,,,,,,,,,,,,,,,,A0A1B4FX32,,,,A0A2T3C6S9,,,,,,,,,,,,,,,,,,,
1599043,,,,,,,A0A3J2EB42,A0A4Y4WM38,UPI0007CBC5A2,,,,G5LIH9,,A0A6M6ITH9,UPI000A3BF444,UPI000757F58C,,,,UPI0013663D65,,,,A0A4D6BBG7,,,,,,A0A105YQB6,,,,,UPI0008DA8289,,,,
127707,A0A1Q8F2Y0,A0A6H6HUJ0,UPI0004800C8F,UPI0015E514B3,UPI0015EAECE1,S0K1N5,A0A2X5HYA4,A0A2A6SUR9,UPI0015A73FC2,A0A0J8GGT5,,A0A1B7JSG6,UPI000F6BD8CF,A0A376P0L5,A0A510I9A3,B0VCL3,A0A4R4FQR0,UPI0001F3694E,UPI001056D85D,UPI000503E920,UPI0004698E11,UPI0015F578BA,UPI0015C578EF,UPI001559BE79,A0A4U9ZU09,,,,,A0A250BPS3,A0A2Z6TM40,UPI000739578F,UPI000F823D5E,UPI00157FC4C0,A0A1V2E4X7,A0A1X1TB89,UPI00160E92CE,,,UPI0003A916D4
7941390,,,,,,,,,,,,,,,,,,,,,A0A0F4V952,,,,,,,,,,,,,,,,,,,
2930830,,,,,,,UPI000BDE942F,,,,,,,,UPI000CE52A26,,UPI000538C86A,,,,A0A5B0CK29,,,,,,,,,,,,,,,,,,,
5588087,,,,,,,,,,,,,,,,,,,,,UPI0007C6962B,,,,,,,,,,,,,,,,,,,
7203396,,,,,,,,,,,,,,,,,,,,,A0A3M4F6T8,,,,,,,,,,,,,,,,,,,
342686,UPI00136B4033,UPI000E206838,,A0A6I6UBV8,UPI000751876D,UPI001247A815,UPI0015E9E2E1,M5YPD4,A6T7U7,A0A099W8U0,,,A0A3X3P9P2,,UPI00146CAA18,UPI0013D3A854,A0A6P2P5D2,,,,UPI000BB6468E,UPI00137907C1,A0A6N6V751,A0A6S4RL76,A0A4U9XYP2,,,,,,UPI00158F5AF3,A0A1A6XMF3,UPI001252F053,UPI0012501F8A,UPI0002C03CF4,A0A4R6HJR2,UPI0013D4C9A8,,,A0A1U1P355
1689361,,,,,,,A0A773RTU5,,UPI000C7B47C3,,,,,,A0A061Q252,UPI000425AF37,UPI0007569B6E,,,,A0A1V2JMW1,,,,UPI00066B4EA9,,,,,,UPI000B4E1B62,,,,,UPI0007EA9F54,,,,
2688915,,,,,,,UPI00063D3683,,,,,,,,UPI0008930B80,,A0A228QV36,,,,A0A5R9R7N4,,,,,,,,,,,,,,,,,,,
8121539,,,,,,,,,,,,,,,,,,,,,A0A1H0TUG4,,,,,,,,,,,,,,,,,,,
5832367,,,,,,,,,,,,,,,,,,,,,UPI000A1FA32D,,,,,,,,,,,,,,,,,,,
3328125,,,,,,,UPI000DEA74EA,,,,,,,,,,UPI000D0105FA,,,,A0A0M9AYI0,,,,,,,,,,,,,,,,,,,
1892386,,,,,,,UPI0002CA309B,,A0A0A2VYR2,,,,,,UPI0002C48AAF,A0A4R0FFZ6,UPI0007549CF4,,,,A0A257BKN5,,,,UPI000C186F81,,,,,,UPI0007578270,,,,,R4M3Y8,,,,
5298409,,,,,,,,,,,,,,,,,,,,,UPI0002617DAA,,,,,,,,,,,,,,,,,,,
7553674,,,,,,,,,,,,,,,,,,,,,A0A2T0HIF4,,,,,,,,,,,,,,,,,,,
4180935,,,,,,,,,,,,,,,,,,,,,J2T6H2,,,,,,,,,,,,,,,,,,,
6079949,,,,,,,,,,,,,,,,,,,,,UPI000C2B5B7B,,,,,,,,,,,,,,,,,,,
7524069,,,,,,,,,,,,,,,,,,,,,A0A0N8VRX6,,,,,,,,,,,,,,,,,,,
6357790,,,,,,,,,,,,,,,,,,,,,UPI000F5C08C9,,,,,,,,,,,,,,,,,,,
167960,UPI001163A2E5,A0A6N5E6Q0,UPI000D1D8B7F,D4BDB7,A0A285KDR2,A0A1V3NTF7,A0A3T9IAK2,UPI00165B4849,UPI0013D175E4,A0A5D5KGH2,,A0A6L6F7W4,UPI00061CA1EE,A0A0G3K2R3,A0A657YJR8,A0A0A8TTC2,A0A654CS11,UPI00066C1029,A0A2S6F821,UPI000D694C8D,UPI000469E5A9,I0QXE3,A0A657LZY2,UPI0015E04DB2,F6L051,,,,,UPI0007A04FF7,A0A2S9KYN0,UPI0013D8E2FA,UPI000FEC1517,A0A2T5QH67,A0A2M9ZEG3,A0A1A3EJ21,UPI00142EECA4,,,A0A1N0E8L4
3513145,,,,,,,,,,,,,,,,,B1YXG5,,,,A0A502J0V5,,,,,,,,,,,,,,,,,,,
6440539,,,,,,,,,,,,,,,,,,,,,UPI0012FD6281,,,,,,,,,,,,,,,,,,,
2568959,,,,,,,UPI000B7DD257,,,,,,,,UPI0004E2F269,,A0A0N0ICL0,,,,A0A495PFE4,,,,,,,,,,,,,,,,,,,
5807985,,,,,,,,,,,,,,,,,,,,,UPI0009F199A4,,,,,,,,,,,,,,,,,,,
3772392,,,,,,,,,,,,,,,,,,,,,A0A172WRF9,,,,,,,,,,,,,,,,,,,
4034992,,,,,,,,,,,,,,,,,,,,,A0A5N7TIN7,,,,,,,,,,,,,,,,,,,
4491156,,,,,,,,,,,,,,,,,,,,,A0A3D9YMX7,,,,,,,,,,,,,,,,,,,
1908762,,,,,,,UPI00025C882E,,,,,,,,UPI0003B1C505,D0SZ03,UPI0007596DE8,,,,A0A257BTW5,,,,UPI000CF37C7F,,,,,,UPI000891948D,,,,,A0A1A2Z6P7,,,,
5647655,,,,,,,,,,,,,,,,,,,,,UPI000935EB1E,,,,,,,,,,,,,,,,,,,
7736959,,,,,,,,,,,,,,,,,,,,,A0A0P7CGN4,,,,,,,,,,,,,,,,,,,
5408819,,,,,,,,,,,,,,,,,,,,,UPI000935C2FE,,,,,,,,,,,,,,,,,,,
4690045,,,,,,,,,,,,,,,,,,,,,A0A2V5C545,,,,,,,,,,,,,,,,,,,
3078222,,,,,,,UPI000BE1ABFE,,,,,,,,A0A6N4D094,,UPI0007574717,,,,A0A1Q9XJF7,,,,,,,,,,,,,,,,,,,
1915921,,,,,,,UPI0002C8D752,,,,,,,,UPI000405D8C3,A0A2S2FB99,UPI000753FD19,,,,A0A083UU53,,,,UPI000CF3EF0A,,,,,,UPI0009B4B771,,,,,A0A051UIG4,,,,
1674980,,,,,,,A0A768FBS5,J0KGG1,UPI000B3E5347,,,,,,A0A3N3DZ91,UPI0005F8149D,UPI0007536D62,,,,A0A0Q0BI97,,,,UPI0005E2C370,,,,,,UPI0009F410ED,,,,,UPI0005E25B82,,,,
2729283,,,,,,,UPI000743ECC7,,,,,,,,UPI000933BE06,,UPI00164021F2,,,,A0A0J6HJG2,,,,,,,,,,,,,,,,,,,
2608810,,,,,,,UPI000667F682,,,,,,,,UPI00062BF354,,A2VS62,,,,A0A2J7YGL9,,,,,,,,,,,,,,,,,,,
649192,UPI0005CE379B,UPI000A334030,,,A0A6L4XJB1,UPI0009F8DFE5,UPI0010CBF5DD,UPI000EAE164F,UPI0007B3D2BC,,,,A0A717N9W2,,A0A0F2IB07,A0A371YQ66,UPI00158CC357,,,,UPI000F05A8E2,UPI000EFA584B,A0A6K6KTI8,UPI00066AEB99,UPI00109C13EC,,,,,,B9BHM4,,UPI0009B2334E,UPI0007EE7D98,,UPI0007EE098F,A0A1A0N1W1,,,
5853791,,,,,,,,,,,,,,,,,,,,,UPI000641D9F5,,,,,,,,,,,,,,,,,,,
6760691,,,,,,,,,,,,,,,,,,,,,UPI001475028C,,,,,,,,,,,,,,,,,,,
149704,A0A2S3XMQ8,A0A6N4XXG3,UPI000BB1AC6E,UPI0015E9DB4C,UPI0015EAD1D6,A0A2W3YZJ7,A0A1M0CMT0,UPI0012B3129A,UPI0013D61B13,A0A6H7LE95,,UPI000CE6674B,UPI00072A89D7,UPI00057BD574,A0A193K970,A0A1E8E041,A0A2S9P487,UPI000A0C1131,A0A0W0SAF7,UPI000D69BEDA,UPI00042A1BC4,UPI0015C58432,A0A6B8TN14,UPI0015DD66AF,F0IST7,,,,,UPI000A8DDF73,A0A2Z6TTS7,UPI00131361AD,UPI0011F38508,A0A009PY98,A0A4R9K9G7,A0A1A3EE36,UPI00141E02D1,,,A0A1S1KNC7
1447402,,,,,,,A0A772YLG0,A0A2A6XR50,UPI000449221E,,,,UPI0009AA2430,,UPI001302E3D5,A0A1Y3CQC8,UPI000759EFCD,,,,UPI000F771E19,,A0A512QCB1,,A0A419RP82,,,,,,B9BCL8,,,,,A0A1A2NZ53,,,,
4174928,,,,,,,,,,,,,,,,,,,,,A0A418XBB5,,,,,,,,,,,,,,,,,,,
5245129,,,,,,,,,,,,,,,,,,,,,UPI00044CA6B0,,,,,,,,,,,,,,,,,,,
1457037,,,,,,,A0A783GV36,A0A2A6TRH9,UPI0006670433,,,,UPI0009AF5800,,UPI0013895BE7,N8Q3G1,UPI00075FC1DE,,,,UPI000F04357E,,A0A6N7XXG0,,A0A0F2D5G3,,,,,,UPI00031D267C,,,,,UPI001641DCC4,,,,
6726200,,,,,,,,,,,,,,,,,,,,,UPI001462BE91,,,,,,,,,,,,,,,,,,,
7782982,,,,,,,,,,,,,,,,,,,,,A0A0P7C4A2,,,,,,,,,,,,,,,,,,,
7074968,,,,,,,,,,,,,,,,,,,,,A0A0P9J3V8,,,,,,,,,,,,,,,,,,,
1860997,,,,,,,UPI0002CA6C39,,UPI000E2CB5B0,,,,,,UPI0003580A69,A0A098YHU8,UPI000754D16C,,,,A0A2R3F884,,,,UPI0009A19CCD,,,,,,UPI00075ECCE2,,,,,UPI000D3940D2,,,,
2208150,,,,,,,A0A377AMF0,,,,,,,,A0A454CYP8,,A0A228QFF7,,,,A0A423CYC7,,,,,,,,,,,,,,,,,,,
855442,,UPI000CD85FC5,,,UPI001659548E,A0A242LUB0,UPI0007E51A13,A2B715,UPI0013C2C3F7,,,,A0A752A8M2,,UPI0011218A1E,UPI0011BF8B97,UPI001641F139,,,,UPI001475099C,,A0A1E5TTH2,,UPI0012EB8453,,,,,,UPI000754404B,,UPI000D0322EE,,,A0A653EWK7,A0A1X2AI12,,,
7360241,,,,,,,,,,,,,,,,,,,,,A0A3M3EAG1,,,,,,,,,,,,,,,,,,,
1379630,,,,,,,A0A790J1Z3,A0A1A9HGR8,UPI0009C543EB,,,,UPI0009AC1115,,UPI000CE93FDF,UPI0001785FF3,UPI000F66E1E5,,,,UPI000F018251,,A0A240A5T2,,A0A072EIF0,,,,,,A0A5P8VIF9,,,,,A0A101A6R8,,,,
3257993,,,,,,,UPI000DA49DB0,,,,,,,,A0A0M0HKR1,,UPI000BBD0EA0,,,,A6VA38,,,,,,,,,,,,,,,,,,,
65610,A0A2H9U682,UPI00168D75D0,UPI0003B28A70,UPI0015F58342,UPI0013D5346D,UPI0014333834,A0A3T3L6F4,A0A0J8H475,A0A170Z010,A0A619IPL6,UPI000400DB30,UPI0012B5F6B6,UPI0015C43E99,UPI001070F733,A0A5C2B3Z1,A0A150I1L9,A0A087NL62,UPI000E57B10E,A0A3S4LBL2,A0A6G8G9G1,UPI0001E28675,A0A542BXU7,UPI0016800806,A0A2L0SM99,A0A0E2Q1M2,,,,,UPI0012DB0D8A,A0A6P2XNG7,UPI0015590AEC,UPI0015E1B1C3,A0A0R0RX39,A0A0E2DB71,A0A1Y0CAB1,A0A2U9PUU5,A0A1A2XPY2,,UPI0010426D71
1665502,,,,,,,A0A789RKP4,A0A3D8HUR0,UPI000C2AF4C5,,,,,,A7N2L3,UPI000447DF4D,UPI00075470D1,,,,A0A179SER6,,,,UPI0006616139,,,,,,UPI0009C0571F,,,,,UPI0005E70D01,,,,
538035,A0A290VIU8,A0A6H3HN72,,A0A133LJ52,UPI0012608C2B,UPI0001F0BA68,UPI000F68A213,UPI00112AF0B3,UPI000F61CFF7,,,,A0A0K3PI48,,A0A2T5EX00,UPI00158129B5,UPI001592AEE3,,,,UPI00104CF8FD,UPI00059D6A12,A0A6K2U8Q6,A0A2J0UA21,UPI0010A1C2F0,,,,,,UPI00158B8EBC,UPI000DA717AB,UPI0003BF47C9,UPI0004BBE99C,M6D2L6,A0A117JXT1,A0A1X2FED2,,,
2482829,,,,,,,UPI0009931420,,,,,,,,UPI00066359C2,,UPI0016406590,,,,A0A0C2I6I9,,,,,,,,,,,,,,,,,,,
7571765,,,,,,,,,,,,,,,,,,,,,A0A0J6LHK6,,,,,,,,,,,,,,,,,,,
3797925,,,,,,,,,,,,,,,,,,,,,A0A2N8SVF4,,,,,,,,,,,,,,,,,,,
8070055,,,,,,,,,,,,,,,,,,,,,A0A1D3JYG8,,,,,,,,,,,,,,,,,,,
3632113,,,,,,,,,,,,,,,,,,,,,A0A0P7KUG3,,,,,,,,,,,,,,,,,,,
4221534,,,,,,,,,,,,,,,,,,,,,I6X9J7,,,,,,,,,,,,,,,,,,,
4868070,,,,,,,,,,,,,,,,,,,,,UPI00056A088B,,,,,,,,,,,,,,,,,,,
5253563,,,,,,,,,,,,,,,,,,,,,A0A3B8TZ40,,,,,,,,,,,,,,,,,,,
3356126,,,,,,,A0A1X3J6H6,,,,,,,,,,UPI000D46A938,,,,A0A3S0QYS3,,,,,,,,,,,,,,,,,,,
4165456,,,,,,,,,,,,,,,,,,,,,A0A2S8YSQ4,,,,,,,,,,,,,,,,,,,
1247587,,,,,,,A0A7A2W9P4,UPI000CF0B7E9,A0A377Z128,,,,UPI0005701F5E,,UPI0005A75915,N8UZJ6,UPI000F60366E,,,,UPI000F81B9F7,,UPI000D03DAE5,,UPI0002B9DAEE,,,,,,UPI00075832DF,,,,,X8A6K6,,,,
5447469,,,,,,,,,,,,,,,,,,,,,UPI000941C63C,,,,,,,,,,,,,,,,,,,
3386284,,,,,,,A0A680P3U4,,,,,,,,,,A0A6P2GKR7,,,,S6BA42,,,,,,,,,,,,,,,,,,,
5327537,,,,,,,,,,,,,,,,,,,,,UPI00036570F9,,,,,,,,,,,,,,,,,,,
3122007,,,,,,,UPI000BE87EDD,,,,,,,,V5FA75,,UPI000754177F,,,,A0A1Y3KP55,,,,,,,,,,,,,,,,,,,
6975880,,,,,,,,,,,,,,,,,,,,,A0A0C5RLI1,,,,,,,,,,,,,,,,,,,
7553432,,,,,,,,,,,,,,,,,,,,,A0A4R7VIU1,,,,,,,,,,,,,,,,,,,
1914209,,,,,,,UPI00028D6BA3,,,,,,,,UPI000315D305,A0A062C032,UPI000751B030,,,,A0A1H0M3W6,,,,UPI000CF4E57F,,,,,,UPI000841C75F,,,,,A0A1X1VEJ0,,,,
7187994,,,,,,,,,,,,,,,,,,,,,A0A2N8EMP6,,,,,,,,,,,,,,,,,,,
1130687,,,,,UPI000C24ADB0,,UPI0013241D71,UPI00042EA3D9,A0A0E1CIB6,,,,A0A3U8WIF2,,UPI001110A0B0,A0A3G2T309,A0A104CCD0,,,,UPI000F0589C8,,UPI00085CC971,,G5JMR8,,,,,,UPI00075AF8A1,,,,,A0A1A2AWP8,,,,
4141933,,,,,,,,,,,,,,,,,,,,,A0A6I1LBW4,,,,,,,,,,,,,,,,,,,
4304799,,,,,,,,,,,,,,,,,,,,,A0A326V9K1,,,,,,,,,,,,,,,,,,,
232059,UPI0010A8C4AE,UPI00122CF524,,UPI000F631CBD,UPI000F883444,P03700,UPI00157CFEC6,UPI0013F45743,UPI001560902F,UPI00083DBC8F,,,A0A5U8HW52,,UPI0014899944,A0A090C285,A0A2S9N813,UPI000E589748,UPI000AC1B782,,A0A1I4E3P0,UPI000F7ECFBC,UPI0011A7B1FA,UPI000F6EE289,UPI00141A65D7,,,,,A0A1A2YUM0,A0A6P2KYN1,A0A6B8I901,UPI0007E8B840,A0A6H3THW6,UPI00062DC076,A0A1X1WB55,A0A0J8TYD5,,,UPI0006963CC3
7966995,,,,,,,,,,,,,,,,,,,,,A0A5E7G195,,,,,,,,,,,,,,,,,,,
8340234,,,,,,,,,,,,,,,,,,,,,A0A560QFR7,,,,,,,,,,,,,,,,,,,
2200300,,,,,,,A0A3L4JRH7,,,,,,,,A0A454D2H2,,A0A3N9FGT3,,,,A0A2N8BBN3,,,,A0A4D5ZI90,,,,,,,,,,,,,,,
4175033,,,,,,,,,,,,,,,,,,,,,A0A418XIG7,,,,,,,,,,,,,,,,,,,
3082330,,,,,,,UPI000BDEEE8A,,,,,,,,A0A657Y623,,UPI00075AB8E3,,,,S3M980,,,,,,,,,,,,,,,,,,,
4618188,,,,,,,,,,,,,,,,,,,,,A0A3S9JW28,,,,,,,,,,,,,,,,,,,
1045248,,,,,UPI000738B631,,UPI000E2E5A41,A0A0E0WDA8,A0A6G4MCM6,,,,A0A5I0WH58,,A0A4R2FSN3,UPI001250BCCC,A0A2S4NWM2,,,,UPI000F061E15,,UPI0007DA1459,,Q83YR3,,,,,,UPI00075A3341,,,,,A0A1A1YEM0,,,,
5189473,,,,,,,,,,,,,,,,,,,,,UPI0002E0E48D,,,,,,,,,,,,,,,,,,,
3480969,,,,,,,,,,,,,,,,,A0A1B4HVW6,,,,A0A386Y9T1,,,,,,,,,,,,,,,,,,,
2246680,,,,,,,A0A383GBW6,,,,,,,,A0A0A5ICX4,,A0A1R1JFD6,,,,A0A6A9R126,,,,,,,,,,,,,,,,,,,
903693,,UPI000CD7E677,,,UPI000665C495,,UPI00074FA343,UPI00039D95C6,UPI0013750F85,,,,A0A701GX84,,UPI00112169B6,UPI001023AC8E,UPI00157A8164,,,,UPI00140E0AE1,,UPI00097669B1,,UPI00137923D7,,,,,,UPI00075929F5,,G8LD72,,,A0A2S9F2B4,A0A1X0IRG5,,,
7252400,,,,,,,,,,,,,,,,,,,,,A0A1B5DWR7,,,,,,,,,,,,,,,,,,,
5578701,,,,,,,,,,,,,,,,,,,,,UPI00081199F5,,,,,,,,,,,,,,,,,,,
5010100,,,,,,,,,,,,,,,,,,,,,UPI000718A7C5,,,,,,,,,,,,,,,,,,,
6070484,,,,,,,,,,,,,,,,,,,,,UPI000C998B0F,,,,,,,,,,,,,,,,,,,
3977787,,,,,,,,,,,,,,,,,,,,,A0A1G9RJQ5,,,,,,,,,,,,,,,,,,,
8348129,,,,,,,,,,,,,,,,,,,,,A0A3E1HKI4,,,,,,,,,,,,,,,,,,,
7491269,,,,,,,,,,,,,,,,,,,,,A0A024EMC3,,,,,,,,,,,,,,,,,,,
4966272,,,,,,,,,,,,,,,,,,,,,UPI000739930A,,,,,,,,,,,,,,,,,,,
7185727,,,,,,,,,,,,,,,,,,,,,A0A2G0W478,,,,,,,,,,,,,,,,,,,
7354935,,,,,,,,,,,,,,,,,,,,,V6A7A4,,,,,,,,,,,,,,,,,,,
8156225,,,,,,,,,,,,,,,,,,,,,A0A4U3ERP9,,,,,,,,,,,,,,,,,,,
6134161,,,,,,,,,,,,,,,,,,,,,UPI000D1B2EE6,,,,,,,,,,,,,,,,,,,
797370,,UPI00094D2E9E,,,A0A6I8AEQ0,C9A726,UPI000E3519AD,UPI0013E2D83F,UPI000E1FBE63,,,,A0A5Z9TFR2,,UPI00111D9825,A0A0E2GLJ2,UPI0016402579,,,,UPI0010C17AF2,,UPI0004511A90,M5D3F9,UPI00070F1F2A,,,,,,UPI000755704A,,UPI00076C971D,,,UPI0013955A36,I4BF87,,,
426133,A0A6M4XUD4,A0A6H7MBS6,,UPI000B40D078,UPI000794ABB1,A0A1G1SDF8,A0A659KH90,A0A3S8TRW4,UPI0011DD20A5,,,,A0A3V4IV83,,UPI00165DBAC5,UPI00165215E2,UPI00158A850E,,,,UPI000BB5A437,A0A6N6NML9,A0A6B5ICG9,UPI000369621D,A0A654VFB6,,,,,,UPI0015897A15,UPI0006AA2312,A0A144PNF2,A0A5J5YWB2,M6LI26,X8BKY8,A0A6N1L9P5,,,
5920937,,,,,,,,,,,,,,,,,,,,,UPI0006281C3D,,,,,,,,,,,,,,,,,,,
6439444,,,,,,,,,,,,,,,,,,,,,UPI00129B52F3,,,,,,,,,,,,,,,,,,,
8238302,,,,,,,,,,,,,,,,,,,,,A0A239DHX4,,,,,,,,,,,,,,,,,,,
5822665,,,,,,,,,,,,,,,,,,,,,UPI000A121BF1,,,,,,,,,,,,,,,,,,,
7067371,,,,,,,,,,,,,,,,,,,,,A0A0B1Z0T0,,,,,,,,,,,,,,,,,,,
3430144,,,,,,,,,,,,,,,,,A0A6P2UA14,,,,A0A1C1WKQ4,,,,,,,,,,,,,,,,,,,
7924092,,,,,,,,,,,,,,,,,,,,,A0A165YT99,,,,,,,,,,,,,,,,,,,
7198483,,,,,,,,,,,,,,,,,,,,,A0A0W0MBT1,,,,,,,,,,,,,,,,,,,
7276373,,,,,,,,,,,,,,,,,,,,,A0A3T0UN15,,,,,,,,,,,,,,,,,,,
1920507,,,,,,,UPI0002511663,,,,,,,,UPI0004117A5F,A0A3L9ME38,UPI000757F485,,,,A0A1I5WCJ3,,,,UPI000B8B2742,,,,,,UPI000981DB64,,,,,A0A1I2IHG0,,,,
5705070,,,,,,,,,,,,,,,,,,,,,UPI0008777176,,,,,,,,,,,,,,,,,,,
1730805,,,,,,,M9G7H5,,A0A6N4RXM1,,,,,,K5V3K1,UPI0007D0B88E,UPI000755CC31,,,,A0A6H0GEC4,,,,UPI0005146E6E,,,,,,UPI000666DE2A,,,,,UPI0007EC6CEE,,,,
6910892,,,,,,,,,,,,,,,,,,,,,B1J945,,,,,,,,,,,,,,,,,,,
365343,UPI0012EB7E9D,A0A5Y8UYP7,,UPI0002B8806D,UPI00079BC675,UPI000DEBB2F8,UPI001411E695,E1Q5Y5,UPI0010CAA527,,,,A0A5I6IBJ7,,UPI001493D92A,UPI00148EA186,A0A132D9T5,,,,UPI000C2B9DB9,A0A486DFZ2,UPI0007534FF8,A0A6L5BLC5,A0A656E9Y1,,,,,,UPI00158D9F42,A0A4Z0DFI1,UPI00129C9E34,UPI000DD0D227,UPI0002783E74,A0A2S8LBV5,UPI00138B9F2C,,,
117860,W0A196,A0A6N4Z9F2,UPI00098013C8,UPI0015EAF5C1,UPI0015EAF9A0,UPI00155E856A,A0A5F0P327,A0A2A6U9Y9,UPI0014852636,W7CRS9,,UPI0001BC3BFC,UPI0011BEBCCF,B3X0I5,A0A6B8N7W7,S7WTR4,A0A6P2WU69,A4N4D8,UPI0010560B04,A0A379F4G9,UPI0004117B4D,UPI001593F351,UPI00143161F9,UPI0013DAC7C7,I0SDL1,,,,,A0A1X0FXF5,A0A3N9FXX9,UPI0011529DDA,A0A484XIX2,UPI0013F427B4,M3FJ66,X7ZLE8,A0A1A0MQZ8,,,A0A6H1IBS8
6749229,,,,,,,,,,,,,,,,,,,,,UPI001430692C,,,,,,,,,,,,,,,,,,,
2264921,,,,,,,A0A366YKQ5,,,,,,,,A0A5P9CH64,,A0A4R9MIQ3,,,,A0A3S0LK93,,,,,,,,,,,,,,,,,,,
4811477,,,,,,,,,,,,,,,,,,,,,UPI00053D1890,,,,,,,,,,,,,,,,,,,
1551419,,,,,,,A0A798U394,J0IQ55,UPI0007CA7641,,,,A0A505CLB1,,A0A2N7CEW7,A0A1I6V1J0,UPI000751F36C,,,,UPI0013F3B7CF,,,,I0QD49,,,,,,A0A104E3U7,,,,,UPI0009EF12AD,,,,
3477698,,,,,,,,,,,,,,,,,I2IBZ4,,,,A0A1H7B1N1,,,,,,,,,,,,,,,,,,,
5772110,,,,,,,,,,,,,,,,,,,,,UPI000A1E7B1D,,,,,,,,,,,,,,,,,,,
1989645,,,,,,,UPI00050A40D2,,,,,,,,UPI0002FBEF63,G7GF07,UPI0006266C0C,,,,A0A0G3G608,,,,UPI000DD5A66C,,,,,,UPI000D00D0CE,,,,,A0A1A2SQ44,,,,
6940824,,,,,,,,,,,,,,,,,,,,,A0A2T0HK70,,,,,,,,,,,,,,,,,,,
7677612,,,,,,,,,,,,,,,,,,,,,A0A2A4EZZ6,,,,,,,,,,,,,,,,,,,
5777357,,,,,,,,,,,,,,,,,,,,,UPI000A1DC543,,,,,,,,,,,,,,,,,,,
4136425,,,,,,,,,,,,,,,,,,,,,A0A3D1B725,,,,,,,,,,,,,,,,,,,
8222562,,,,,,,,,,,,,,,,,,,,,A0A423DGL2,,,,,,,,,,,,,,,,,,,
1864723,,,,,,,UPI0002BBED88,,UPI000E2D6B34,,,,,,UPI0002FCF9FF,N8QXE7,UPI000758DF3E,,,,A0A4Z0IC05,,,,UPI0009AAD905,,,,,,UPI000751C25C,,,,,UPI000E3D2EE0,,,,
6137240,,,,,,,,,,,,,,,,,,,,,UPI000D1B4AE9,,,,,,,,,,,,,,,,,,,
6228463,,,,,,,,,,,,,,,,,,,,,UPI0012393F34,,,,,,,,,,,,,,,,,,,
4958141,,,,,,,,,,,,,,,,,,,,,UPI000761D483,,,,,,,,,,,,,,,,,,,
3317582,,,,,,,UPI000D6DE1AD,,,,,,,,,,UPI000CFF4618,,,,A0A4P6GQU4,,,,,,,,,,,,,,,,,,,
3276891,,,,,,,UPI000D6A189C,,,,,,,,A8T4X4,,UPI000CFE4AF0,,,,A0A5B7W2X9,,,,,,,,,,,,,,,,,,,
6219632,,,,,,,,,,,,,,,,,,,,,UPI00123F87B1,,,,,,,,,,,,,,,,,,,
948151,,C8PKK7,,,UPI0006436CCF,,UPI00044A9166,UPI0002B93210,A0A486SF25,,,,A0A5J2KPI5,,UPI00111E43B8,UPI0005714338,UPI00158AF4F2,,,,UPI001430A485,,UPI0009482CEE,,A0A4L8QZB2,,,,,,UPI0007686CAD,,,,,A0A2S8MJ22,,,,
